DATE DE CLASSEMENT;DATE DE PUBLICATION DE L'ETABLISSEMENT;TYPOLOGIE ÉTABLISSEMENT;CLASSEMENT;CATÉGORIE;MENTION;NOM COMMERCIAL;ADRESSE;CODE POSTAL;COMMUNE;TÉLÉPHONE;COURRIEL;SITE INTERNET;TYPE DE SÉJOUR;CAPACITÉ D'ACCUEIL (PERSONNES);NOMBRE DE CHAMBRES;NOMBRE D'EMPLACEMENTS;NOMBRE D'UNITES D'HABITATION;NOMBRE DE LOGEMENTS
40872;40878;HÔTEL;1 étoile;-;-;HOTEL PREMIERE CLASSE VALENCIENNESSUD ROUVIGNIES;ZI N°2- B900 - RUE LOUIS DACQUIN;59328;VALENCIENNES;327211130;valenciennes.rouvignies@premiereclasse.fr;http://www.premiereclasse.com;-;210;71;-;-;-
41121;41121;HÔTEL;4 étoiles;-;-;HOLIDAY INN LILLE OUEST ENGLOS;impasse Bertha;59320;ENGLOS;320105858;reservations@hilille.com;http://www.holidayinn.com/hotels/fr/fr/englos/lilen/hoteldetail;-;350;121;-;-;-
41085;41085;HÔTEL;2 étoiles;-;-;IBIS BUDGET LILLE ENGLOS;CENTRE COMMERCIAL ENGLOS LES GEANTS ;59320;HAUBOURDIN;892683255;h3091-re@accor.com;http://etaphotel.com;-;189;74;-;-;-
41218;41218;CAMPING;3 étoiles;Loisirs;-;CAMPING LA GENTILHOMMIÈRE;905 rue de Beaumetz;59310;SAMÉON;320615403;campsameon@orange.fr;www.camping-lagentilhommiere.fr;-;-;-;81;-;-
41122;41122;CAMPING;2 étoiles;Loisirs;-;CAMPING LE CLOS FLEURI;375 Rue Verte;59310;FAUMONT;620872359;LUC.DESBONNET@SFR.FR;-;-;-;-;66;-;-
40829;40829;HÔTEL;3 étoiles;-;-;HOTEL LE MANOIR;D549 (ROUTE DE SECLIN);59310;ORCHIES;320646868;contact@manoir.net;http://www.manoir.net;-;70;34;-;-;-
41141;41141;HÔTEL;2 étoiles;-;-;BALLADINS VALENCIENNES AÉROPORT;2 rue Louis DACQUINS;59309;VALENCIENNES;327211555;valenciennes.aeroport@balladins.com;http://www.balladins.com;-;254;42;-;-;-
40945;40946;HÔTEL;2 étoiles;-;-;IBIS BUDGET VALENCIENNES;zone industrielle n°2 BP100;59309;VALENCIENNE;892683119;h2592-re@accor.com;http://ibisbudgethotel.ibis.com/;-;214;65;-;-;-
41765;41765;HÔTEL;2 étoiles;-;-;HÔTEL LE BRISTOL;2 Avenue du Maréchal de Lattre de Tassigny;59300;VALENCIENNES;03 27 46 58 88;Hotel-le-bristol@hotmail.fr;http://le-bristol-hotel.com/;-;45;20;-;-;-
41388;41388;RÉSIDENCE DE TOURISME;3 étoiles;-;-;RESIDHOME APPARTHOTEL DU THÉATRE;90 boulevard Harpignies;59300;VALENCIENNES;03 27 19 80 80;gabrielle.destombes@reside-etudes.fr;www.residhome.com;-;158;-;-;71;-
41236;41236;HÔTEL;4 étoiles;-;-;MERCURE VALENCIENNES CENTRE;5 RUE DU SAINT-CORDON;59300;VALENCIENNES;327235060;H8576@ACCOR.COM;http://www.mercure.com/fr/hotel-8576-mercure-valenciennes-centre/services.shtml;-;418;87;-;-;-
41095;41095;HÔTEL;2 étoiles;-;-;HÔTEL NOTRE DAME;1 place Abbé Thellier de Poncheville;59300;VALENCIENNES;327423000;hotel.notredame@wanadoo.fr;http://www.hotel-valenciennes-notredame.com;-;88;35;-;-;-
41094;41094;HÔTEL;3 étoiles;-;-;HÔTEL LE CHAT BOTTÉ;25 rue Tholozé;59300;VALENCIENNES;327145859;hotel.lechatbotte@wanadoo.fr;http://www.hotel-lechatbotte.com/;-;66;33;-;-;-
41019;41019;HÔTEL;3 étoiles;-;-;LE GRAND HOTEL DE VALENCIENNES;8 PLACE DE LA GARE;59300;VALENCIENNES;327463201;zielinger.brigitte@wanadoo.fr;http://www.grand-hotel-de-valenciennes.fr;-;173;85;-;-;-
40879;40879;HÔTEL;3 étoiles;-;-;IBIS VALENCIENNES;90 rue baudouin l'edifieur;59300;VALENCIENNES;327228080;h6549@accor.com;http://www.ibishotel.com;-;0;135;-;-;-
41117;41117;CAMPING;4 étoiles;Loisirs;-;CAMPING DES 5 CHEMINS VERTS;688 rue des 5 chemins verts;59299;BOESCHEPE;328494237;camping5cheminsverts@orange.fr;http://camping-5-chemins-verts.fr;-;-;-;120;-;-
41113;41113;HÔTEL;2 étoiles;-;-;AUBERGE DU VERT MONT;1318 rue du mont noir;59299;BOESCHEPE;328494126;contact@aubergeduvertmont.fr;www.aubergeduvertmont.fr;-;14;7;-;-;-
41115;41115;CAMPING;2 étoiles;Loisirs;-;CAMPING DE LA BLIQUE;2 rue de Wavrechain-sous-faulx;59295;PAILLENCOURT;327892444;michel.dhollandeguidez@sfr.fr;http://www.tourisme-nordpasdecalais.fr/campings/camping-de-la-blique.html;-;-;-;66;-;-
42524;42524;HÔTEL;2 étoiles;-;-;HÔTEL IBIS BUDGET LILLE WASQUEHAL;12 Avenue du Grand Cottignies;59290;WASQUEHAL;892707529;h6673@accor.com;http://www.accorhotels.com/fr/hotel-6673-ibis-budget-lille-wasquehal/index.shtml;-;194;67;-;-;-
40885;40910;HÔTEL;3 étoiles;-;-;HÔTEL RESTAURANT CAMPANILE;avenue de la marne;59290;WASQUEHAL;320720094;manager.lille.wasquehal@campanile.com;http://www.campanile.com;-;202;88;-;-;-
41099;41099;CAMPING;3 étoiles;Loisirs;-;CAMPING DE L'HOFLAND;1482 route de Bourbourg;59285;RUBROUCK;686367794;p.coinon@wanadoo.fr;http://campingdelhofland.free.fr;-;-;-;74;-;-
41992;41992;CAMPING;2 étoiles;Loisirs;-;CAMPING DU 20ÈME SIÈCLE;12 rue cappel straete;59284;PITGAM;03 28 62 14 44   ;taccoenpascal@wanadoo.fr;-;-;-;-;76;-;-
41522;41522;CAMPING;2 étoiles;Loisirs;-;CAMPING À LA DÉTENTE;18 route du nieppe;59284;PITGAM;03.28.62.14.58;sylvie1662@live.fr;-;-;-;-;75;-;-
41183;41183;HÔTEL;2 étoiles;-;-;HÔTEL JOLY;12 rue du Président Kennedy;59280;ARMENTIÈRES;03.20.77.00.94;hotel.joly59280@wanadoo.fr;www.hoteljoly.fr;-;30;20;-;-;-
41375;41375;HÔTEL;3 étoiles;-;-;CAMPANILE DUNKERQUE SUD - LOON PLAGE;1100 RUE CHARLES DE GAULLE;59279;LOON-PLAGE;327282140;dunkerque.loonplage@campanile.fr;www.campanile-dunkerque-sud-loon-plage.fr;-;125;56;-;-;-
41060;41089;HÔTEL;3 étoiles;-;-;KYRIAD LOON-PLAGE;1 rue Charles de Gaulle;59279;LOON-PLAGE;328214242;manager.dunkerque.loonplage@kyriad.fr;http://www.kyriad-dunkerque-sud-loon-plage.fr/fr/index.aspx;-;109;54;-;-;-
42216;42216;HÔTEL;3 étoiles;-;-;BELLE HÔTEL;19 RUE DE LILLE;59270;BAILLEUL;328491900;accueil@bellehotel.fr;http://bellehotel.fr;-;75;31;-;-;-
41376;41376;CAMPING;4 étoiles;Tourisme;-;CAMPING DU MONT NOIR ;2810 route du parc ;59270;SAINT-JANS-CAPPEL;674413076;auterrier@wanadoo.fr;http://www.campingdumontnoir.com;-;-;-;108;-;-
41151;41151;HÔTEL;3 étoiles;-;-;HÔTEL FLEUR DE LYS;avenue de l'europe;59270;BAILLEUL;328502000;bailleul@fleurdelyshotel.fr;http://www.fleurdelyshotel.fr;-;40;20;-;-;-
40987;40990;HÔTEL;1 étoile;-;-;HOTEL F1 LILLE BAILLEUL;Avenue de l'europe, zone industrielle de la Blanche Maison;59270;BAILLEUL;891705175;h2397-re@accor.com;http://hotelF1.com;-;178;63;-;-;-
41113;41113;HÔTEL;3 étoiles;-;-;LA GENTILHOMMIÈRE;2 Rue de l'église;59269;ARTRES;03.27.28.18.80;la.gentilhommiere@wanadoo.fr;hotel-lagentilhommiere.com;-;300;10;-;-;-
41148;41148;HÔTEL;1 étoile;-;-;HÔTEL PREMIÈRE CLASSE CAMBRAI;75 rue Jean D'Alembert;59267;PROVILLE;327709118;manager.cambrai.proville@premiereclasse.fr;http://www.premiereclasse.com;-;122;47;-;-;-
40990;40998;HÔTEL;3 étoiles;-;-;ZENIA HÔTEL & SPA;rue René Descartes ;59267;PROVILLE;327783667;zeniahotel@orange.fr;http://www.zeni-hotel-spa.fr ;-;168;84;-;-;-
41218;41218;CAMPING;1 étoile;Loisirs;-;CAMPING DE L'ESCAUT;12 rue de l'église;59266;HONNECOURT-SUR-ESCAUT;327743222;camping.delescaut@orange.fr;http://www.campingdelescaut.fr;-;-;-;100;-;-
41249;41249;CAMPING;3 étoiles;Loisirs;-;CAMPING DE LA ROSERAIE;25 rue Léo Lagrange;59265;AUBIGNY-AU-BAC;327892522;j-mdelabre@wanadoo.fr;-;-;-;-;38;-;-
41218;41218;CAMPING;1 étoile;Loisirs;-;CAMPING MUNICIPAL LA RÉPUBLIQUE;Rue de la Plage;59265;AUBIGNY-AU-BAC;685425374;mairie.aubigny.au.bac@wanadoo.fr;-;-;-;-;156;-;-
41155;41155;CAMPING;3 étoiles;Loisirs;-;CAMPING DE LA SENSÉE;12 rue Léo Lagrange;59265;AUBIGNY-AU-BAC;327892522;contact@camping-sensee.com;http://www.camping-sensee.com;-;-;-;180;-;-
41115;41115;CAMPING;3 étoiles;Loisirs;-;LES COLOMBES;2 rue des colombes;59265;AUBENCHEUL-AU-BAC;327892590;campinglescolombes@yahoo.com;http://campinglescolombes.fr;-;-;-;116;-;-
41218;41218;CAMPING;2 étoiles;Loisirs;-;CAMPING DU GRAND SART;279 chemin du Gransart;59262;SAINGHIN-EN-MÉLANTOIS;320797520;veronique.cabaret575@orange.fr;-;-;-;-;75;-;-
42262;42262;HÔTEL;4 étoiles;-;-;HÔTEL MERCURE LILLE CENTRE VIEUX LILLE;27 RUE DES TOURS;59260;LILLE;359574700;h9735-gm@accor.com;http://www.mercure.com/fr/hotel-9735-hotel-mercure-lille-centre-vieux-lille-/index.shtml;-;148;74;-;-;-
41766;41766;HÔTEL;2 étoiles;-;-;HÔTEL B&B LILLE LEZENNES STADE PIERRE MAUROY;Rue des Carriers;59260;LEZENNES;892707528;bb_4187@hotelbb.com;www.hotelbb.com;-;199;70;-;-;-
41242;41242;HÔTEL;1 étoile;-;-;HÔTEL COQ HARDI;34 place de la gare;59260;LILLE;320060589;hotel.coq.hardi@gmail.com;-;-;50;28;-;-;-
40987;40990;HÔTEL;1 étoile;-;-;HÔTEL PREMIÈRE CLASSE;RUE CHANZY;59260;LEZENNES;320472236;lille.villeneuvedascq@premiereclasse.fr;http://premiereclasse.com;-;191;70;-;-;-
42509;42509;CAMPING;4 étoiles;Loisirs;-;CAMPING MA CAMPAGNE;71 route d'Uxem;59254;GHYVELDE;328265554;lelieur.lagarenne@wanadoo.fr;http://residence-macampagne.fr/;-;-;-;134;-;-
42303;42303;CAMPING;3 étoiles;Loisirs;-;CAMPING LA PLAINE;74 rue de la Frontière;59254;GHYVELDE;607949566;campinglaplaine@gmail.com;http://www.camping-la-plaine.fr;-;-;-;125;-;-
41577;41577;CAMPING;3 étoiles;Loisirs;-;CAMPING DE LA FORGE;148 Route de Zuydcoote;59254;GHYVELDE;328268180;campingdelaforge59@orange.fr;-;-;-;-;29;-;-
41505;41505;CAMPING;4 étoiles;Loisirs;-;CAMPING FERME DE LA HOOGHE MOOTE;188 ROUTE D'UXEM;59254;GHYVELDE;328260232;hooghe.moote@wanadoo.fr;http://www.hooghemoote.com;-;-;-;134;-;-
41505;41505;CAMPING;4 étoiles;Loisirs;-;LES SOURCES DE LA HOOGHE MOOTE;188 route d'uxem;59254;GHYVELDE;328260232;hooghe.moote@wanadoo.fr;http://www.hooghemoote.com;-;-;-;88;-;-
41198;41198;PARC RÉSIDENTIEL DE LOISIRS;1 étoile;-;-;PRL LES PALMIERS;route de Zuydcoote;59254;GHYVELDE;328266560;camping-les-palmiers@wanadoo.fr;http://campinglespalmiers.fr;-;-;-;142;-;-
41102;41102;CAMPING;3 étoiles;Loisirs;-;CAMPING DU MEUL-HOUCK;149 rue du Meul-Houck;59254;GHYVELDE;328266212;campingdumeulhouck@orange.fr;http://www.camping-dumeulhouck.com;-;-;-;119;-;-
41099;41099;CAMPING;4 étoiles;Loisirs;-;CAMPING DES PINS;89 rue des écoles;59254;GHYVELDE;328266474;contact@aucampingdespins.fr;http://www.aucampingdespins.fr;-;-;-;152;-;-
40836;40836;CAMPING;4 étoiles;Loisirs;-;CARAVANING DU LAC;15 rue du Meul'houck;59254;GHYVELDE;328266931;info@caravaningdulac.fr;https://www.caravaningdulac.fr;-;-;-;83;-;-
41263;41263;HÔTEL;2 étoiles;-;-;LE SAINT SÉBASTIEN;17 place de l'abbé Bonpain;59250;HALLUIN;320942168;le-saint.sebastien@wanadoo.fr;www.ausaintsebastien.fr;-;22;11;-;-;-
40987;40997;HÔTEL;2 étoiles;-;-;LYS HÔTEL;130 rue de Lille;59250;HALLUIN;320468092;contact@lys-hotel-halluin.com;http://www.lys-hotel-halluin.com;-;54;27;-;-;-
42109;42109;CAMPING;3 étoiles;Loisirs;-;CAMPING LE CAMP DES ROSES;60 RUE BASSE;59249;AUBERS;608101724;contact@campdesroses.com;www.campdesroses.com;-;-;-;125;-;-
41479;41479;CAMPING;1 étoile;Loisirs;-;CAMPING LA MARLIÈRE;lieu-dit La Marlière;59247;FÉCHAIN;327799808;j-mdelabre@wanadoo.fr;-;-;-;-;122;-;-
41201;41201;HÔTEL;2 étoiles;-;-;HÔTEL DE LA PLAGE;19 avenue du casino;59240;DUNKERQUE;328635512;contact@hoteldunkerque.fr;http://www.hoteldunkerque.fr;-;23;10;-;-;-
41278;41278;HÔTEL;1 étoile;-;-;HÔTEL RESTAURANT DU CENTRE;52 Place du Maréchal GALIENI;59238;MARETZ;327857213;francoise.delille@orange.fr;-;-;22;12;-;-;-
41947;41947;HÔTEL;4 étoiles;-;-;HÔTEL DU PASINO;ROCADE du NORD;59230;SAINT-AMAND-LES-EAUX;327482020;hotel-saintamand@partouche.com;http://www.casinosaintamand.com;-;196;62;-;-;-
41051;41361;CAMPING;4 étoiles;Tourisme;-;CAMPING LE MONT DES BRUYÈRES;806 rue émile basly;59230;SAINT-AMAND-LES-EAUX;327485687;lemontdesbruyeres@orange.fr;http://www.campingmontdesbruyeres.com;-;-;-;97;-;-
41050;41050;HÔTEL;3 étoiles;-;-;AKENA CITY SAINT-AMAND LES EAUX;Mont des BRUYERES;59230;SAINT-AMAND LES EAUX;327404401;jean-pierre.regent@scapartois.fr;http://www.hotel-akena-saint-amand-eaux.federal-hotel.com;-;124;59;-;-;-
41019;41019;HÔTEL;2 étoiles;-;-;LE FORESTIER;1648 A route fontaine bouillon;59230;SAINT AMAND LES EAUX;327216000;le.forestier@wanadoo.fr;http://forestierrestaurant.com;-;16;8;-;-;-
41128;41128;HÔTEL;4 étoiles;-;-;LA MEUNERIE;174  rue des pierres;59229;TÉTEGHEM;328261430;contact@lameunerie.fr;http://www.lameunerie.fr;-;18;9;-;-;-
41110;41110;CAMPING;3 étoiles;Loisirs;-;CAMPING DU PONT À COCHONS;113 rue des pierres;59229;TÉTEGHEM;328260304;camping.brasseriedupontacochon@orange.fr;http://camping-pontacochon.fr;-;-;-;75;-;-
41110;41110;CAMPING;2 étoiles;Loisirs;-;CAMPING DU HAMEAU DES NEIGES;262 route des neiges;59229;TETEGHEM;328685045;joel.luchier@orange.fr;http://www.campings-nord.com/location-vacances-camping-1-etoiles-TETEGHEM,38.html;-;-;-;99;-;-
41116;41116;CAMPING;2 étoiles;Loisirs;-;CAMPING LE PETIT CLOS;127 Chemin Tintin;59226;RUMEGIES;327267403;campinglepetitclos@orange.fr;http://camping-le-petit-clos.fr;-;-;-;49;-;-
41113;41113;HÔTEL;1 étoile;-;-;HÔTEL PREMIÈRE CLASSE LILLE NORD RONCQ;21 AVENUE DE L'EUROPE;59223;RONCQ;320034551;lille.roncq@premiereclasse.fr;www.premiereclasse.fr;-;179;71;-;-;-
41050;41507;HÔTEL;3 étoiles;-;-;HÔTEL CAMPANILE LILLE NORD RONCQ;3 avenue de l'europe;59223;RONCQ;320034623;lille.roncq@campanile.fr;http://campanile.com;-;90;48;-;-;-
40920;40920;HÔTEL;1 étoile;-;-;HOTEL F1 LILLE - TOURCOING NORD;416 rue de Lille;59223;RONCQ;891705371;H2464-RE@accor.com;http://www.accorhotels.com/fr/hotel-2464-formule-1-hotelf1-lille-tourcoing-nord/index.shtml;-;211;73;-;-;-
41050;41051;HÔTEL;3 étoiles;-;-;CAMPANILE VALENCIENNES ROUVIGNIES;zone activités aérodrome Z2, rue DACQUIN ;59220;ROUVIGNIES;327211012;manager.valenciennes.rouvignies@campanile.fr;http://www.campanile-valenciennes-sud-rouvignies.fr;-;234;105;-;-;-
40914;40914;HÔTEL;4 étoiles;-;-;NOVOTEL VALENCIENNES AERODROME;RUE DE MAUGRE;59220;ROUVIGNIES;327211212;marie-anne.jourdan@accor.com;http://novotel.com;-;240;80;-;-;-
42523;42523;HÔTEL;3 étoiles;-;-;COMFORT HÔTEL LILLE ROUBAIX;320 boulevard Gambetta;59200;TOURCOING;320703800;contact@comfortlilleroubaix.com;http://www.comfortlillelunion.com/;-;80;40;-;-;-
41624;41624;HÔTEL;1 étoile;-;-;HÔTEL PREMIÈRE CLASSE LILLE NORD TOURCOING;401 BOULEVARD GAMBETTA;59200;TOURCOING;320704716;lille.tourcoing@premiereclasse.fr;http://www.premiereclasse.com/;-;207;83;-;-;-
41547;41547;HÔTEL;2 étoiles;-;-;HÔTEL B&B LILLE TOURCOING CENTRE;83 RUE DE TOURNAI;59200;TOURCOING;892702235;bb_4523@hotelbb.com;http://www.hotel-bb.com/;-;181;86;-;-;-
40917;40917;HÔTEL;3 étoiles;-;-;HOTEL IBIS LILLE TOURCOING CENTRE;1 RUE D'HAVRE - CENTRE DU GENERAL DE GAULLE;59200;TOURCOING;320248458;thierry.bezelga@accor.com;http://www.ibishotel.com/fr/home/index.shtml;-;358;102;-;-;-
41737;41737;HÔTEL;3 étoiles;-;-;AUBERGE DE LA FORÊT;Rue de la Motte au Bois;59190;MORBECQUE;328480878;auberge-delaforet@wanadoo.fr;http://www.aubergedelaforet59.fr/;-;30;13;-;-;-
41487;41487;CAMPING;1 étoile;Loisirs;-;CAMPING DE LA RABAUDE;190 RUE DU BERGER;59190;STAPLE;328400328;larabaude@orange.fr;-;-;-;-;50;-;-
41241;41241;HÔTEL;3 étoiles;-;-;HÔTEL FLEUR DE LYS;avenue de saint omer - contournement routier;59190;HAZEBROUCK;328422828;hazebrouck@fleurdelyshotel.fr;http://www.fleurdelyshotel.fr;-;40;20;-;-;-
41113;41113;CAMPING;2 étoiles;Loisirs;-;CAMPING LE PARADISO;1978 rue du bois;59189;STEENBECQUE;328421508;campingparadiso@hotmail.fr;-;-;-;-;65;-;-
42653;42653;HÔTEL;3 étoiles;-;-;HÔTEL KYRIAD DOUAI DECHY;ZAC DU LUC ;59187;DECHY;359435100;douai.dechy@kyriad.fr;www.kyriad.fr;-;122;61;-;-;-
41500;41500;CAMPING;2 étoiles;Loisirs;-;CAMPING DE LA BECQUERELLE;1396 rue du Becquerel;59173;LYNDE;03.28.43.20.37;campingbecquerelle@free.fr;http://www.campingbecquerelle.fr/;-;-;-;60;-;-
41249;41249;CAMPING;3 étoiles;Loisirs;-;CAMPING LE BLOEMSTRAETE;1 rue Bloemstraete;59173;RENESCURE;328498565;lebloemstraete@gmail.com;http://www.lebloemstraete.fr;-;-;-;30;-;-
41051;41051;CAMPING;2 étoiles;Loisirs;-;CAMPING LA PAPELUTTE;sarl l'incontournable 563 rue de saint omer;59173;BLARINGHEM;328432045;lapapelutte@orange.fr;http://www.lapapelutte.fr;-;-;-;38;-;-
42460;42460;HÔTEL;3 étoiles;-;-;HÔTEL IBIS LILLE LOMME CENTRE;576 AVENUE DE DUNKERQUE;59160;LOMME;320930405;h7238@accor.com;http://www.accorhotels.com/fr/hotel-7238-ibis-lille-lomme-centre/index.shtml;-;141;65;-;-;-
41113;41113;HÔTEL;3 étoiles;-;-;KYRIAD LOMME;110 RUE DU GRAND BUT;59160;LOMME;320082054;kyriad.lomme.dir@shfrance.com;http://www.kyriad.fr;-;134;56;-;-;-
40917;40935;HÔTEL;3 étoiles;-;-;HOTEL CAMPANILE;20 RUE DU CHATEAU D'ISENGHIEN;59160;LOMME;320008282;manager.lille.lomme@campanile.fr;http://campanile.com;-;100;49;-;-;-
41099;41099;CAMPING;3 étoiles;Loisirs;-;CAMPING DOMAINE DES POTERIES;RUE DES POTERIES;59158;FLINES-LÈS-MORTAGNE;327268526;info@campingdespoteries.fr;http://www.campingdespoteries.fr;-;-;-;100;-;-
41022;41022;HÔTEL;3 étoiles;-;-;AUBERGE DU BORD DES EAUX;23 rue du commandant Chaumonot;59158;MORTAGNE-DU-NORD;327237645;auberge@aubordeseaux.com;http://www.aubordeseaux.com;-;39;12;-;-;-
41166;41166;CAMPING;3 étoiles;Tourisme;-;CAMPING DE LA PLAGE;118 rue du maréchal Foch;59153;GRAND-FORT-PHILIPPE;328653195;tessierjp@nordnet.fr;http://www.camping-de-la-plage.info;-;-;-;82;-;-
41479;41479;CAMPING;1 étoile;Loisirs;-;PARC DE PLEIN AIR DE LA VALLÉE DE LA SENSÉE;rue du camping;59151;BRUNEMONT;327809128;parcdelasensee@wanadoo.fr;-;-;-;-;320;-;-
41201;41201;CAMPING;3 étoiles;Loisirs;-;CAMPING MUNICIPAL D'ARLEUX;chemin des Biselles;59151;ARLEUX;327943737;mairie@arleux.com;http://www.arleux.fr;-;-;-;185;-;-
41162;41162;CAMPING;3 étoiles;Loisirs;-;CAMPING LES SORBIERS;15 rue de Fressain;59151;BUGNICOURT;327896441;camping-les-sorbiers@orange.fr;www.campinglessorbiers.com;-;-;-;35;-;-
42460;42460;HÔTEL;3 étoiles;-;-;HÔTEL LE VIENNOIS;42 ROUTE NATIONALE;59149;COUSOLRE;327632173;leviennois@orange.fr;-;-;16;8;-;-;-
41110;41110;CAMPING;3 étoiles;Loisirs;-;CAMPING LE FROMENTEL;1558 ROUTE DE BAVAY;59144;GOMMEGNIES;327498658;roselyne.van-meerhaeghe@orange.fr;www.campinglefromentel.com;-;-;-;48;-;-
41352;41352;CAMPING;2 étoiles;Loisirs;-;CAMPING LE VAL JOLY;1 RUE DE L'AA;59143;WATTEN;674012400;cblary@kpmg.fr;-;-;-;-;109;-;-
41180;41180;CAMPING;2 étoiles;Loisirs;-;CAMPING LA CABARETTE;1923 rue Principale;59143;WULVERDINGHE;328624823;campinglacabarette@orange.fr;-;-;-;-;50;-;-
42391;42391;HÔTEL;4 étoiles;-;-;HÔTEL BOREL;6 rue l'Hermitte;59140;DUNKERQUE;328665180;gm@hotelborel.fr;http://www.hotelborel.fr;-;86;48;-;-;-
42339;42339;HÔTEL;1 étoile;-;-;HÔTEL LE TRANSAT BLEU;3 rue de la Digue;59140;DUNKERQUE;328635005;letransatbleu@nordnet.fr;http://www.letransatbleu.fr;-;26;12;-;-;-
41547;41547;HÔTEL;2 étoiles;-;-;HÔTEL B&B DUNKERQUE CENTRE GARE;15 RUE DE BELLE VUE;59140;DUNKERQUE;892702260;bb_4530@hotelbb.com;http://www.hotel-bb.com/;-;178;87;-;-;-
41225;41225;HÔTEL;2 étoiles;-;-;HÔTEL RESTAURANT ÉOLE ;77 digue de mer;59140;DUNKERQUE;328691364;eole@hoteleole.fr;http://hoteleole.fr/;-;48;20;-;-;-
41191;41191;HÔTEL;3 étoiles;-;-;HÔTEL RESTAURANT LE WELCOME;37 rue Raymond Poincaré ;59140;DUNKERQUE;03.28.59.20.70;contact@hotel-welcome.fr;http://www.hotel-welcome.fr/;-;82;41;-;-;-
41141;41141;HÔTEL;3 étoiles;-;-; IBIS DUNKERQUE CENTRE;13 rue du Leughenaer;59140;DUNKERQUE;328662907;h6546@accor.com;ibishotel.com;-;170;120;-;-;-
41109;41109;CAMPING;3 étoiles;Tourisme;-;CAMPING MUNICIPAL DE LA LICORNE;1005 boulevard de l'Europe;59140;DUNKERQUE;328692668;contact@campingdelalicorne.com;http://campingdelalicorne.com;-;-;-;400;-;-
41060;41089;HÔTEL;2 étoiles;-;-;HÔTEL L'HIRONDELLE;46 avenue faidherbe;59140;DUNKERQUE;328631765;info@hotelhirondelle.com;http://www.hotelhirondelle.com;-;250;50;-;-;-
40914;40934;HÔTEL;2 étoiles;-;-;GENS DE MER;Quai du Risban;59140;DUNKERQUE;328661522;agismdunkerque@wanadoo.fr;http://www.lesgensdemer.fr;-;161;81;-;-;-
40876;40934;RÉSIDENCE DE TOURISME;3 étoiles;-;-;ALL SUITES APPARTHOTEL;AVENUE DE L'UNIVERSITE;59140;DUNKERQUE;684655780;jean-michel.bourdet@allsuitesapparthotel.com;http://www.allsuites-apparthotel.com;-;252;-;-;126;-
41722;41722;HÔTEL;3 étoiles;-;-;HÔTEL DU CENTRE;6 Rue Faidherbe;59139;WATTIGNIES;03 20 52 07 71;hotelducentrewatt@yahoo.fr;http://www.hotelcentrewatt.fr/;-;25;10;-;-;-
42564;42564;RÉSIDENCE DE TOURISME;3 étoiles;-;-;RÉSIDENCE DE TOURISME LES HAUTS DE VAL JOLY;Rue de Nostrimont parc départemental de val joly;59132;EPPE-SAUVAGE;327611123;valjoly@eurogroup-vacances.com;http://www.madamevacances.com;-;957;-;-;180;-
41102;41102;CAMPING;3 étoiles;Tourisme;-;CAMPING DU VALJOLY;Maison du ValJoly;59132;EPPE-SAUVAGE;327618376;rgoldin@nordnet.fr;http://www.valjoly.com;-;-;-;190;-;-
40890;40890;HÔTEL;1 étoile;-;-;HÔTEL F1;Centre Commercial Carrefour;59128;FLERS EN ESCREBIEUX;891705236;H2253-RE@accor.com;http://hotelF1.com;-;224;80;-;-;-
41249;41249;CAMPING;3 étoiles;Loisirs;-;CAMPING DE L'ESTRAN;rue des dunes prolongée;59123;ZUYDCOOTE;328265644;campingdelestran@wanadoo.fr;www.campingdelestran.com;-;-;-;157;-;-
41249;41249;CAMPING;3 étoiles;Loisirs;-;CAMPING DES DUNES;rue de roubaix;59123;ZUYDCOOTE;328299458;camping.des.dunes@orange.fr;www.campingdesdunes.com;-;-;-;239;-;-
41191;41191;CAMPING;4 étoiles;Loisirs;-;CAMPING MUNICIPAL LES DUNES;222 rue de l'église;59123;BRAY-DUNES;328266154;camping-bd@wanadoo.fr;-;-;-;-;590;-;-
41162;41162;CAMPING;1 étoile;Loisirs;-;CAMPING LES TILLEULS;47 rue Pierre Decock;59123;BRAY-DUNES;328299027;campingdestilleuls@orange.fr;http://www.tourisme-nordpasdecalais.fr/campings/camping-les-tilleuls1.html;-;-;-;56;-;-
41110;41110;CAMPING;4 étoiles;Loisirs;-;CAMPING LE PERROQUET;rue des dunes;59123;BRAY-DUNES;328583737;contact@campingleperroquet.com;http://www.campingleperroquet.com;-;-;-;856;-;-
41505;41505;CAMPING;3 étoiles;Loisirs;-;CAMPING POLDER ET VACANCES;14 rue saint antoine;59122;LES MOËRES;616996125;polder.vacances@wanadoo.fr;http://www.polder-vacances.com;-;-;-;24;-;-
41493;41493;CAMPING;3 étoiles;Loisirs;-;CAMPING LE CAP VERT;11 rue du NORD;59122;LES MOËRES;328634930;jf.maes@flandira-loisirs.com;http://www.camping-capvert.com/;-;-;-;44;-;-
41191;41191;CAMPING;2 étoiles;Loisirs;-;AU BON COIN;201 CHEMIN DU MOULIN;59122;HONDSCHOOTE;328683189;campingduboncoin@orange.fr;-;-;-;-;65;-;-
41190;41190;CAMPING;2 étoiles;Loisirs;-;CAMPING LE BEVERHOUCK;1050 DAGHES STRAETE;59122;HONDSCHOOTE;328683398;bfq59@aol.com;-;-;-;-;40;-;-
