"DATE.DE.CLASSEMENT","DATE.DE.PUBLICATION.DE.L.ETABLISSEMENT","TYPOLOGIE.ÉTABLISSEMENT","CLASSEMENT","CATÉGORIE","MENTION","NOM.COMMERCIAL","ADRESSE","CODE.POSTAL","COMMUNE","TÉLÉPHONE","COURRIEL","SITE.INTERNET","TYPE.DE.SÉJOUR","CAPACITÉ.D.ACCUEIL..PERSONNES.","NOMBRE.DE.CHAMBRES","NOMBRE.D.EMPLACEMENTS","NOMBRE.D.UNITES.D.HABITATION","NOMBRE.DE.LOGEMENTS","X","NOT_LUXE","FLAG_ENSEIGNE","NOM_ENSEIGNE"
"14/03/2016","14/03/2016","HÔTEL","2 étoiles","-","-","HÔTEL AZUR","9 RUE DES ÉCREVÉES ",51100,"REIMS","0326474339","hotelazurreims@free.fr","http://www.hotel-azur-reims.com","-","39",19,,,,"",TRUE,FALSE,
"14/03/2016","14/03/2016","HÔTEL","3 étoiles","-","-","HOSTELLERIE SAINT MARTIN","6 Place Edmond Paillaud ",14480,"CREULLY","0231801011","hostellerie.st.martin@wanadoo.fr","http://www.hostelleriesaintmartin.com","-","24",12,,,,"",TRUE,FALSE,
"14/03/2016","14/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL IBIS NICE PALAIS DES CONGRÈS","38 RUE BARBERIS",6200,"NICE","0492002121","h7495@accor.com","http://www.accorhotels.com/fr/hotel-7495-ibis-nice-palais-des-congres/index.shtml","-","177",87,,,,"",TRUE,TRUE,"IBIS"
"14/03/2016","14/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL HERMES","49 AVENUE JEAN ZAY",31000,"TOULOUSE","0561476047","reception@hotel-hermes.com","http://www.hotel-hermes.com","-","136",68,,,,"",TRUE,FALSE,
"14/03/2016","14/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL ÈVE","IMPASSE SAISSAN",34300,"AGDE","0467267170","info@hoteleve.com","http://www.hoteleve.com","-","101",48,,,,"",TRUE,FALSE,
"14/03/2016","14/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL LA GOELETTE","presqu'île de la caravelle",97220,"LA TRINITÉ","0596586530","direction@karibearesidencegoelette.com","http://www.karibea.com/hotel/residence-la-goelette/","-","132",66,,,,"",TRUE,FALSE,
"14/03/2016","14/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL LA MAISON BLANCHE","64 rue du Vieux Pont",74190,"SAINT-GERVAIS-LES-BAINS","0450477581","hotelresa@chaletlamaisonblanche.com","http://www.chaletlamaisonblanche.com","-","30",12,,,,"",TRUE,FALSE,
"14/03/2016","14/03/2016","HÔTEL","2 étoiles","-","-","HÔTEL AU FEU DE BOIS","20 avenue des Pyrénées",40330,"AMOU","0558890676","contact@hotel-aufeudebois.fr","http://www.hotel-aufeudebois.fr","-","25",11,,,,"",TRUE,FALSE,
"14/03/2016","14/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL IBIS STYLES VOLTAIRE RÉPUBLIQUE","39 RUE JEAN PIERRE TIMBAUD",75011,"PARIS","0148066497","h7119@accor.com","http://www.accorhotels.com/fr/hotel-7119-ibis-styles-paris-voltaire-republique/location.shtml","-","84",42,,,,"",TRUE,TRUE,"IBIS"
"14/03/2016","14/03/2016","HÔTEL","5 étoiles","-","-","HÔTEL PULLMAN PARIS LA DÉFENSE","11 avenue de l'Arche",92400,"COURBEVOIE","0147175000","h3013-am@accor.com","http://www.pullmanhotels.com/fr/hotel-3013-pullman-paris-la-defense/index.shtml","-","764",382,,,,"",FALSE,TRUE,"PULLMAN"
"14/03/2016","14/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL IBIS NEMOURS","2 PLACE DES MOINES",77140,"NEMOURS","0164288800","h0628-gm@accor.com","http://www.accorhotels.com/fr/hotel-0628-ibis-nemours/index.shtml","-","120",58,,,,"",TRUE,TRUE,"IBIS"
"14/03/2016","14/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL CAMPANILE MELUN SENART VERT SAINT DENIS","260 AVENUE DE L'EUROPE",77240,"VERT-SAINT-DENIS","0892234814","melun.vertstdenis@premiereclasse.fr","http://www.campanile.com/fr/hotels/campanile-melun-senart-vert-saint-denis","-","120",48,,,,"",TRUE,TRUE,"CAMPANILE"
"14/03/2016","14/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL HÉLIOS","12 RUE DU LABECH",34300,"AGDE","0467013768","info@hotel-helios.com","http://www.hotel-helios.com","-","92",40,,,,"",TRUE,FALSE,
"04/03/2016","04/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL IBIS PARIS PORTE DE CLICHY CENTRE","15 boulevard victor hugo",92110,"CLICHY","0141401890","h3298-gm@accor.com","http://www.accorhotels.com/fr/hotel-3298-ibis-paris-porte-de-clichy-centre/index.shtml","-","274",124,,,,"",TRUE,TRUE,"IBIS"
"04/03/2016","04/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL CARINA","9 rue ginoux",75015,"PARIS","0145775818","carina.hotel@wanadoo.fr","http://www.carina-paris-hotel.com","-","58",29,,,,"",TRUE,FALSE,
"04/03/2016","04/03/2016","HÔTEL","4 étoiles","-","-","HÔTEL KYRIAD GUÉRET","3 AVENUE RENÉ CASSIN",23000,"GUÉRET","0555801160","manager.gueret@kyriad.fr","http://www.kyriad.com/fr/hotels/kyriad-gueret?utm_source=google&utm_medium=maps&utm_content=FRA23162&utm_campaign=Kyriad","-","130",56,,,,"",FALSE,TRUE,"KYRIAD"
"04/03/2016","04/03/2016","HÔTEL","2 étoiles","-","-","HÔTEL RESTAURANT L'ABBATIALE","9 place Jean Catelas ",80800,"CORBIE","03 22 48 40 48","contact@hotel-labbatiale.fr","http://hotel-labbatiale.fr/","-","15",7,,,,"",TRUE,FALSE,
"04/03/2016","04/03/2016","HÔTEL","2 étoiles","-","-","HÔTEL DE L'AVENIR","1 rue charles schmidt",93800,"SAINT-OUEN","0140120426","avenir.reservation@gmail.com","-","-","50",25,,,,"",TRUE,FALSE,
"04/03/2016","04/03/2016","HÔTEL","4 étoiles","-","-","HÔTEL MERCURE VILLEFONTAINE LYON L'ISLE D'ABEAU","20 rue Antoine condorcet",38090,"VILLEFONTAINE","0474948000","h1132@accor.com","http://www.mercure.com/fr/hotel-1132-hotel-mercure-lyon-l-isle-d-abeau/index.shtml","-","378",189,,,,"",FALSE,TRUE,"MERCURE"
"04/03/2016","04/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL IBIS NICE CENTRE GARE","14 AVENUE THIERS",6000,"NICE","0493888555","H1396-GM@accor.com","http://www.accorhotels.com/fr/hotel-1396-ibis-nice-centre-gare/index.shtml","-","427",199,,,,"",TRUE,TRUE,"IBIS"
"04/03/2016","04/03/2016","HÔTEL","2 étoiles","-","-","HÔTEL IBIS BUDGET TOURS CENTRE GARE","27 rue Édouard vaillant",37000,"TOURS","0892680922","h5023@accor.com","http://www.accorhotels.com/fr/hotel-5023-ibis-budget-tours-centre-gare/index.shtml","-","240",99,,,,"",TRUE,TRUE,"IBIS"
"04/03/2016","04/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL VILLA FLORNOY","7 avenue Flornoy",44380,"PORNICHET","0240116000","contact@villa-flornoy.com","http://www.villa-flornoy.com","-","60",30,,,,"",TRUE,FALSE,
"04/03/2016","04/03/2016","HÔTEL","2 étoiles","-","-","HÔTEL LE BLASON","11 place richelieu",37400,"AMBOISE","0247232241","hotel@leblason.fr","http://www.leblason.fr","-","54",27,,,,"",TRUE,FALSE,
"04/03/2016","04/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL LA MAISON CRÉOLE","Montauban ",97190,"LE GOSIER","0590843643","info@lamaisoncreole.com","http://www.lamaisoncreole.com","-","112",56,,,,"",TRUE,FALSE,
"04/03/2016","04/03/2016","HÔTEL","4 étoiles","-","-","HÔTEL NOVOTEL PARIS 17 PORTE D'ASNIÈRES","34 avenue de la porte d'asnières",75017,"PARIS","0144405252","h4987-GM@accor.com","http://www.accorhotels.com/fr/hotel-4987-novotel-paris-17-/index.shtml","-","282",140,,,,"",FALSE,TRUE,
"04/03/2016","04/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL BEST WESTERN HERMITAGE","Place Gambetta",62170,"MONTREUIL-SUR-MER","0321067474","y.delgrange@hermitage-montreuil.com","http://hermitage-montreuil.com","-","119",57,,,,"",TRUE,TRUE,
"04/03/2016","04/03/2016","HÔTEL","4 étoiles","-","-","HÔTEL JOYET DE MAUBEC","Place des vignerons",19140,"UZERCHE","0555972060","hoteljdm@gmail.com","www.hotel-joyet-maubec.com","-","19",8,,,,"",FALSE,FALSE,
"04/03/2016","04/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL CHARLES SANDER","26 rue de la République",39110,"SALINS-LES-BAINS","0384733640","sander@hoteldesdeuxforts.fr","http://www.residencesander.com/","-","31",13,,,,"",TRUE,FALSE,
"04/03/2016","04/03/2016","HÔTEL","4 étoiles","-","-","L'HÔTEL PARTICULIER BÉZIERS","65 bis avenue du 22 Août 1944",34500,"BÉZIERS","0467490447","contact@hotelparticulierbeziers.com","www.hotelparticulierbeziers.com","-","19",9,,,,"",FALSE,FALSE,
"04/03/2016","04/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL PLEIN SOLEIL","pointe thalémont",97240,"LE FRANÇOIS","0596380777","info@hotelpleinsoleil.fr","http://www.hotelpleinsoleil.fr","-","40",16,,,,"",TRUE,FALSE,
"04/03/2016","04/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL FLEUR D’ÉPÉE ","49 Impasse de Bas du Fort ",97190,"LE GOSIER","0590904000","gm@hotel-fleur-depee.com","http://hotel-fleur-depee.com","-","374",187,,,,"",TRUE,FALSE,
"04/03/2016","04/03/2016","HÔTEL","2 étoiles","-","-","HÔTEL ÉCU DE FRANCE","9 rue de Tours  ",37140,"BOURGUEIL","0247977018","ecu-de-france2@wanadoo.fr","http://www.logishotels.com/fr/hotel/hotel-l-ecu-de-france-1993","-","16",7,,,,"",TRUE,FALSE,
"04/03/2016","04/03/2016","HÔTEL","4 étoiles","-","-","HÔTEL NOVOTEL SUITES PARIS RUEIL MALMAISON","17 RUE FRANÇOIS JACOB",92500,"RUEIL-MALMAISON","0147522262","H3326-GM@accor.com","http://www.novotel.com/fr/hotel-3326-novotel-suites-paris-rueil-malmaison/index.shtml","-","295",101,,,,"",FALSE,TRUE,
"04/03/2016","04/03/2016","HÔTEL","4 étoiles","-","-","HÔTEL MERCURE PARIS PORTE DE VERSAILLES EXPO","36/38 rue du moulin",92170,"VANVES","0146485555","H0375@accor.com","http://www.accorhotels.com/fr/hotel-0375-mercure-paris-porte-de-versailles-expo/","-","776",388,,,,"",FALSE,TRUE,"MERCURE"
"04/03/2016","04/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL IBIS ANTIBES SOPHIA ANTIPOLIS","502 rue albert caquot",6560,"VALBONNE","0493653060","H0711@accor.com","http://www.accorhotels.com/fr/hotel-0711-ibis-antibes-sophia-antipolis/index.shtml","-","198",99,,,,"",TRUE,TRUE,"IBIS"
"04/03/2016","04/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL IBIS PARIS BERCY VILLAGE","19 PLACE DES VINS DE FRANCE",75012,"PARIS","0149280606","H1743@accor.com","http://www.accorhotels.com/fr/hotel-1743-ibis-paris-bercy-village-12eme/index.shtml","-","393",195,,,,"",TRUE,TRUE,"IBIS"
"04/03/2016","04/03/2016","HÔTEL","4 étoiles","-","-","HÔTEL RESTAURANT LE REMPART","2/4 avenue Gambetta",71700,"TOURNUS","0385511056","reception@lerempart.com","http://www.lerempart.com","-","80",34,,,,"",FALSE,FALSE,
"04/03/2016","04/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL CONTINENTAL DEAUVILLE","1 rue Désiré le Hoc",14800,"DEAUVILLE","0231882106","hotelcontinental-deauville@wanadoo.fr","http://www.hotel-continental-deauville.com","-","95",42,,,,"",TRUE,FALSE,
"04/03/2016","04/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL IBIS ÉPINAY-SUR-SEINE","1/3 AVENUE DU 18 JUIN 1940",93800,"ÉPINAY-SUR-SEINE","0148298341","H0733-DM@accor.com","http://www.accorhotels.com/fr/hotel-0733-ibis-epinay-sur-seine/index.shtml","-","181",87,,,,"",TRUE,TRUE,"IBIS"
"04/03/2016","04/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL IBIS STYLES PARIS TOLBIAC BIBLIOTHÈQUE","21 RUE DE TOLBIAC",75013,"PARIS","0145846161","h7976-gm@accor.com","http://www.accorhotels.com/fr/hotel-7976-ibis-styles-paris-tolbiac-bibliotheque/index.shtml","-","128",69,,,,"",TRUE,TRUE,"IBIS"
"04/03/2016","04/03/2016","HÔTEL","2 étoiles","-","-","HÔTEL DES PLANTES","12 RUE SAVARY",49100,"ANGERS","0241882754","hoteldesplantes@orange.fr","http://www.hoteldesplantes.com","-","35",16,,,,"",TRUE,FALSE,
"04/03/2016","04/03/2016","HÔTEL","2 étoiles","-","-","AUBERGE DE LA MAIRIE","PLACE MARCEL GAUMONT",37250,"SORIGNY","0247260723","contact@auberge-mairie.com","http://auberge-mairie.com","-","29",12,,,,"",TRUE,FALSE,
"04/03/2016","04/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL L'ÉPICURIEN","3 clos jacson",54210,"SAINT-NICOLAS-DE-PORT","0383465454","lepicurien4@wanadoo.fr","http://www.hotel-restaurant-lepicurien.com/","-","16",8,,,,"",TRUE,FALSE,
"04/03/2016","04/03/2016","HÔTEL","2 étoiles","-","-","HÔTEL LE LION D'OR","Le Bourg",58230,"OUROUX-EN-MORVAN","0386781555","au.lion.dor@orange.fr","http://www.leliondor-58.com","-","16",8,,,,"",TRUE,FALSE,
"03/03/2016","03/03/2016","HÔTEL","1 étoile","-","-","HOTEL LE MOULIN ROUGE","zaes du moulin rouge",24120,"TERRASSON","0553502520","contact@hotel-dordogne-perigord.com","http://www.hotel-dordogne-perigord.com","-","50",25,,,,"",TRUE,FALSE,
"03/03/2016","03/03/2016","HÔTEL","3 étoiles","-","-","INTER HÔTEL LE MOULIN ROUGE","Zone Artisanale du Moulin Rouge",24120,"TERRASSON-LAVILLEDIEU","0553502500","contact@hotel-dordogne-perigord.com","http://www.hotel-dordogne-perigord.com","-","80",38,,,,"",TRUE,FALSE,
"03/03/2016","03/03/2016","HÔTEL","4 étoiles","-","-","HÔTEL SUITES NOVOTEL NICE AÉROPORT ARENAS","125 boulevard rené cassin",6200,"NICE","0492294100","h6513@accor.com","http://www.novotel.com/fr/hotel-6513-novotel-suites-nice-aeroport-arenas/index.shtml","-","168",84,,,,"",FALSE,TRUE,
"03/03/2016","03/03/2016","HÔTEL","4 étoiles","-","-","NOVOTEL CHÂTEAU DE MAFFLIERS","ALLÉE DES MARRONNIERS",95560,"MAFFLIERS","0134083535","H0383-GM@ACCOR.COM","http://www.novotel.com/fr/hotel-0383-novotel-chateau-de-maffliers/index.shtml","-","198",99,,,,"",FALSE,TRUE,
"03/03/2016","03/03/2016","HÔTEL","4 étoiles","-","-","MADISON HÔTEL","143 boulevard Saint Germain",75006,"PARIS","0140516000","resa@hotel-madison.com","http://www.hotel-madison.com","-","99",50,,,,"",FALSE,FALSE,
"03/03/2016","03/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL HOLIDAY INN EXPRESS AMIENS","10 boulevard d'alsace lorraine",80000,"AMIENS","0322223850","reservation@hieamiens.com","www.hieamiens.com","-","132",66,,,,"",TRUE,TRUE,
"03/03/2016","03/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL LE RELAIS DE L'ARMAGNAC","route de Nogaro",32110,"LUPPÉ-VIOLLES","0562089522","contact@lerelaisdelarmagnac.com","http://www.lerelaisdelarmagnac.com","-","26",12,,,,"",TRUE,FALSE,
"02/03/2016","02/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL VAL VIGNES","23 chemin du Wall",68590,"SAINT-HIPPOLYTE","0389223400","contact@valvignes.com","http://www.valvignes.com","-","92",46,,,,"",TRUE,FALSE,
"02/03/2016","02/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL DE BASTARD","rue lagrange",32700,"LECTOURE","0562688244","hoteldebastard@wanadoo.fr","http://www.hotel-de-bastard.com/","-","57",28,,,,"",TRUE,FALSE,
"02/03/2016","02/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL IBIS PARIS PÈRE LACHAISE","80 RUE DE LA FOLIE RÉGNAULT",75011,"PARIS","0153368292","h2076@accor.com","http://www.accorhotels.com/fr/hotel-2076-ibis-paris-pere-lachaise/index.shtml","-","57",31,,,,"",TRUE,TRUE,"IBIS"
"02/03/2016","02/03/2016","HÔTEL","2 étoiles","-","-","HÔTEL LE SAINT-MICHEL","28 Place du 18 Octobre",28200,"CHÂTEAUDUN","02 37 45 15 70","contact@hotelstmichel.net","http://www.hotelstmichel.net/","-","42",18,,,,"",TRUE,FALSE,
"02/03/2016","02/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL IBIS MARSEILLE LA VALENTINE","AVENUE DE SAINT MENET",13011,"MARSEILLE","0491271227","H1079-GM@accor.com","http://www.accorhotels.com/fr/hotel-1079-ibis-marseille-est-la-valentine/index.shtml","-","180",82,,,,"",TRUE,TRUE,"IBIS"
"02/03/2016","02/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL DE L'ÉTABLE","3 annexe du Stossberg",57870,"PLAINE-DE-WALSCH","0387256634","etable-gourmande@orange.fr","http://www.aubergedeletable.com","-","21",10,,,,"",TRUE,FALSE,
"02/03/2016","02/03/2016","HÔTEL","4 étoiles","-","-","HOTEL NOVOTEL PARIS GARE DE LYON","2 rue Hector Malot",75012,"PARIS","0144676000","h1735-gm@accor.com","http://www.accorhotels.com/fr/hotel-1735-novotel-paris-gare-de-lyon/index.shtml","-","506",253,,,,"",FALSE,TRUE,
"02/03/2016","02/03/2016","HÔTEL","4 étoiles","-","-","HOTEL NOVOTEL PARIS PORTE D'ORLÉANS","15/17/21 BOULEVARD ROMAIN ROLLAND",75014,"PARIS","0141172600","h1834-gm@accor.com","http://www.accorhotels.com/fr/hotel-1834-novotel-paris-porte-d-orleans/index.shtml","-","300",150,,,,"",FALSE,TRUE,
"02/03/2016","02/03/2016","HÔTEL","4 étoiles","-","-","HOTEL NOVOTEL PARIS SURESNES LONGCHAMP","7 RUE DU PORT AUX VINS",92150,"SURESNES","0140990000","h1143-gm@accor.com","http://www.accorhotels.com/fr/hotel-1143-novotel-paris-suresnes-longchamp/index.shtml","-","224",112,,,,"",FALSE,TRUE,
"02/03/2016","02/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL DE LA SORBONNE","6 rue victor cousin",75005,"PARIS","01 43 54 58 08","dg@hotelsorbonne.com","http://www.hotelsorbonne.com","-","76",38,,,,"",TRUE,FALSE,
"02/03/2016","02/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL IBIS BORDEAUX CENTRE BASTIDE","16 ALLEE SERR",33100,"BORDEAUX","0557300090","H6177@accor.com","http://www.ibis.com/fr/hotel-6177-ibis-bordeaux-centre-bastide-cite-du-vin/index.shtml","-","184",92,,,,"",TRUE,TRUE,"IBIS"
"02/03/2016","02/03/2016","HÔTEL","4 étoiles","-","-","HÔTEL MERCURE PARIS LA DEFENSE GRANDE ARCHE","17/20 ESPLANADE CHARLES DE GAULLE",92000,"NANTERRE","0146696800","H1982@ACCOR.COM","http://www.accorhotels.com/fr/hotel-1982-hotel-residence-mercure-paris-la-defense-parc/index.shtml","-","320",160,,,,"",FALSE,TRUE,"MERCURE"
"02/03/2016","02/03/2016","HÔTEL","2 étoiles","-","-","HÔTEL IBIS BUDGET LE MANS CENTRE","18 RUE SAINT BERTRAND",72000,"LE MANS","0243868840","h5601@accor.com","http://www.ibis.com/fr/hotel-5601-ibis-budget-le-mans-centre/index.shtml","-","124",62,,,,"",TRUE,TRUE,"IBIS"
"02/03/2016","02/03/2016","HÔTEL","2 étoiles","-","-","HÔTEL IBIS BUDGET AÉROPORT NICE ARENAS ","455 PROMENADE DES ANGLAIS",6200,"NICE","0892680649","H2579-re@accor.com","http://www.accorhotels.com/fr/hotel-2579-ibis-budget-nice-aeroport-promenade-des-anglais/index.shtml","-","302",151,,,,"",TRUE,TRUE,"IBIS"
"02/03/2016","02/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL LES SOURCES","2 avenue Jean Moulin",70300,"LUXEUIL-LES-BAINS","0384937004","contact@70lessources.fr","http://70lessources.fr/","-","85",41,,,,"",TRUE,FALSE,
"02/03/2016","02/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL ALL SUITES BESANÇON","17 AVENUE DES MONTBOUCONS",25000,"BESANÇON","0381851060","besancon@allsuites-hotel.com","http://www.allsuites-apparthotel.com/residences-hotelieres/hotel-all-suites-besancon","-","120",60,,,,"",TRUE,FALSE,
"01/03/2016","01/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL IBIS MARSEILLE GARE SAINT CHARLES","6 SQUARE DE NARVIK",13001,"MARSEILLE","0491956209","H1390@accor.com","http://www.ibis.com/fr/hotel-1390-ibis-marseille-centre-gare-saint-charles/index.shtml","-","312",172,,,,"",TRUE,TRUE,"IBIS"
"01/03/2016","01/03/2016","HÔTEL","4 étoiles","-","-","HÔTEL BEST WESTERN PARIS CDG AIRPORT","1 allée du Verger",95700,"ROISSY-EN-FRANCE","0134293000","michel.hourcade@alliance-hospitality.com","http://www.bestwestern.fr/fr/hotel-Roissy-En-France,Best-Western-Paris-CDG-Airport,93714","-","488",244,,,,"",FALSE,TRUE,
"01/03/2016","01/03/2016","HÔTEL","2 étoiles","-","-","HÔTEL CONTINENTAL","65 rue nationale",74500,"ÉVIAN-LES-BAINS","0450753754","info@hotel-continental-evian.com","http://www.hotel-continental-evian.com","-","68",32,,,,"",TRUE,FALSE,
"01/03/2016","01/03/2016","HÔTEL","2 étoiles","-","-","HÔTEL ACADIE","35 boulevard DE LA MER",17340,"CHÂTELAILLON-PLAGE","0546562513","lacadie@orange.fr","http://hotel.acadie-st.victor.pagesperso-orange.fr/","-","35",15,,,,"",TRUE,FALSE,
"01/03/2016","01/03/2016","HÔTEL","4 étoiles","-","-","HÔTEL LA MALMAISON","48 Boulevard VICTOR HUGO",6000,"NICE","04 93 87 62 56","contact@lamalmaisonnice.fr","http://www.lamalmaison.com/","-","95",46,,,,"",FALSE,FALSE,
"01/03/2016","01/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL BEST WESTERN LE PONT D'OR","2 AVENUE JEAN JAURÈS",46100,"FIGEAC","0565509500","contact@hotelpontdor.com","http://www.hotelpontdor.com/","-","80",35,,,,"",TRUE,TRUE,
"01/03/2016","01/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL GOLF ET MONTAGNE","151 CHEMIN DES SABLONS LIEU-DIT ÉCHARVINES",74290,"TALLOIRES","0450053535","shgm@orange.fr","http://www.hotel-golf-montagne.fr","-","20",9,,,,"",TRUE,FALSE,
"01/03/2016","01/03/2016","HÔTEL","4 étoiles","-","-","HÔTEL 7 EIFFEL","17 bis rue Amélie",75007,"PARIS","0145551001","reservation@7eiffel.com","http://www.7eiffel.com","-","64",32,,,,"",FALSE,FALSE,
"01/03/2016","01/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL KYRIAD PLAISIR ST QUENTIN EN YVELINES","avenue du pressoir",78370,"PLAISIR","0130557737","kyriadplaisir@wanadoo.fr","http://kyriad.fr","-","80",40,,,,"",TRUE,TRUE,"KYRIAD"
"01/03/2016","01/03/2016","HÔTEL","4 étoiles","-","-","HÔTEL ODEON SAINT GERMAIN","13 rue saint sulpice",75006,"PARIS","0143257011","mail@hotelosg.com ","http://www.paris-hotel-odeon.com","-","54",27,,,,"",FALSE,FALSE,
"01/03/2016","01/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL IBIS PARIS TOUR EIFFEL CAMBRONNE","2 RUE CAMBRONNE",75015,"PARIS","0140612121","h1400@accor.com","http://www.accorhotels.com/fr/hotel-1400-ibis-paris-tour-eiffel-cambronne-15eme/index.shtml","-","1054",527,,,,"",TRUE,TRUE,"IBIS"
"01/03/2016","01/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL IBIS MARSEILLE CENTRE EUROMEDITERRANEE","25 BOULEVARD DE DUNKERQUE",13002,"MARSEILLE","0491992520","H6190@accor.com","http://www.ibis.com/fr/hotel-6190-ibis-marseille-centre-euromediterranee/index.shtml","-","384",192,,,,"",TRUE,TRUE,"IBIS"
"01/03/2016","01/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL DU FORT CHAMPA","20 rue du Fort",78250,"MEULAN","0130041880","contact@hoteldufort.fr","http://www.hoteldufortmeulan78.fr/","-","33",17,,,,"",TRUE,FALSE,
"01/03/2016","01/03/2016","HÔTEL","4 étoiles","-","-","HÔTEL MACCHI","94 chemin de l'etringa",74390,"CHÂTEL","0450732412","contact@hotelmacchi.com","http://www.hotelmacchi.com/","-","56",28,,,,"",FALSE,FALSE,
"01/03/2016","01/03/2016","HÔTEL","4 étoiles","-","-","HÔTEL DIANA DEA LODGE","94 CHEMIN HELVETIA ",97470,"SAINTE-ANNE","0262200202","resa@diana-dea-lodge.re","http://www.diana-dea-lodge.re","-","60",30,,,,"",FALSE,FALSE,
"01/03/2016","01/03/2016","HÔTEL","2 étoiles","-","-","HÔTEL IBIS BUDGET ÉVREUX CENTRE","10 RUE GEORGES BERNARD",27000,"ÉVREUX","0232395010","H8441@accor.com","http://www.accorhotels.com/fr/hotel-8441-ibis-budget-evreux-centre/index.shtml","-","144",72,,,,"",TRUE,TRUE,"IBIS"
"01/03/2016","01/03/2016","HÔTEL","2 étoiles","-","-","HÔTEL LA SANGUINE","6 rue de Surene",75008,"PARIS","0142657161","info@hotel-la-sanguine.com","http://www.hotel-la-sanguine.com/","-","58",29,,,,"",TRUE,FALSE,
"01/03/2016","01/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL IBIS CANNES PLAGE LA BOCCA","23 avenue Francis Tonner",6150,"CANNES","0493471846","H1170@accor.com ","http://www.accorhotels.com/fr/hotel-1170-ibis-cannes-plage-la-bocca/index.shtml","-","106",53,,,,"",TRUE,TRUE,"IBIS"
"01/03/2016","01/03/2016","HÔTEL","3 étoiles","-","-","HÔTEL IBIS BORDEAUX CENTRE GARE SAINT JEAN","19 QUAI DE PALUDATE",33300,"BORDEAUX","0556942525","H1561@accor.com","http://www.ibis.com/fr/hotel-1561-ibis-bordeaux-centre-gare-saint-jean/index.shtml","-","160",80,,,,"",TRUE,TRUE,"IBIS"
"01/03/2016","01/03/2016","HÔTEL","3 étoiles","-","-","BRIT HÔTEL DU PARC","5 rue de la pilais",35133,"LÉCOUSSE","0223515050","fougeres@brithotel.fr","http://www.brithotel-fougeres.fr","-","94",47,,,,"",TRUE,TRUE,"BRIT"
"01/03/2016","01/03/2016","HÔTEL","5 étoiles","-","-","HÔTEL RENAISSANCE LE PARC TROCADERO","55/57 Avenue Raymond Poincaré",75116,"PARIS","0144056787","alexandre.condette@renhotels.com","http://www.renaissanceleparctrocadero.com/","-","244",122,,,,"",FALSE,TRUE,
"01/03/2016","01/03/2016","HÔTEL","3 étoiles","-","-","GRAND HÔTEL DECHAMPAIGNE","17 rue Jean Lantier",75001,"PARIS","0142366000","resa@hoteldechampaigneparis.com","http://www.grandhoteldechampaigne.com","-","88",44,,,,"",TRUE,FALSE,
"01/03/2016","01/03/2016","HÔTEL","2 étoiles","-","-","HÔTEL RESTAURANT LES SAPINS","131 la vieille route ",74490,"SAINT-JEOIRE","0450358038","contact@lessapins.fr","http://www.lessapins.fr/","-","20",9,,,,"",TRUE,FALSE,
